city,temp_lo,temp_hi,prcp,date,humidity,wind_speed,rain
City_3735,26,63,0.16,23-03-2010,32,18.4,no
City_3736,26,33,0.57,24-03-2010,41,1.3,no
City_3737,37,45,0.35,25-03-2010,30,8.1,no
City_3738,22,60,0.46,26-03-2010,56,19.8,no
City_3739,20,38,0.65,27-03-2010,72,12,yes
City_3740,43,45,0.51,28-03-2010,79,10.3,yes
City_3741,44,33,0.63,29-03-2010,42,3.6,no
City_3742,23,37,0.56,30-03-2010,46,11.4,no
City_3743,25,61,0.74,31-03-2010,37,8.8,no
City_3744,28,64,0.71,01-04-2010,61,2.6,yes
City_3745,41,64,0.55,02-04-2010,49,9.3,no
City_3746,33,46,0.68,03-04-2010,80,3.4,yes
City_3747,47,37,0.87,04-04-2010,46,14.6,no
City_3748,31,57,0.45,05-04-2010,63,19.5,no
City_3749,47,42,0.43,06-04-2010,64,9.4,no
City_3750,44,53,0.77,07-04-2010,64,12.7,yes
City_3751,39,43,0.59,08-04-2010,67,8.7,yes
City_3752,43,34,0.11,09-04-2010,71,2.9,no
City_3753,44,57,0.89,10-04-2010,53,19.4,no
City_3754,23,43,0.07,11-04-2010,83,2.7,no
City_3755,40,57,0.75,12-04-2010,47,2.3,no
City_3756,49,32,0.76,13-04-2010,79,9.2,yes
City_3757,43,46,0.95,14-04-2010,75,13.2,yes
City_3758,31,67,0.09,15-04-2010,77,7.2,no
City_3759,29,44,0.61,16-04-2010,68,3.9,yes
City_3760,49,39,0.45,17-04-2010,62,16.4,no
City_3761,41,42,0.35,18-04-2010,78,7.3,no
City_3762,47,31,0.13,19-04-2010,52,4,no
City_3763,26,66,0.57,20-04-2010,54,7.4,no
City_3764,22,46,0.5,21-04-2010,66,4.4,no
City_3765,42,48,0.14,22-04-2010,56,10.4,no
City_3766,47,53,0.62,23-04-2010,30,13.4,no
City_3767,33,66,0.74,24-04-2010,50,16,no
City_3768,43,41,0.77,25-04-2010,88,4.6,yes
City_3769,29,32,0.9,26-04-2010,78,3.4,yes
City_3770,35,42,0.43,27-04-2010,39,0.5,no
City_3771,35,61,0.95,28-04-2010,60,4.6,no
City_3772,41,56,0.86,29-04-2010,73,0.6,yes
City_3773,29,65,0.32,30-04-2010,54,7,no
City_3774,44,36,0.19,01-05-2010,49,3,no
City_3775,32,62,0.45,02-05-2010,86,11.6,no
City_3776,25,33,0.42,03-05-2010,31,7.7,no
City_3777,31,33,0.59,04-05-2010,84,2,yes
City_3778,28,59,0.59,05-05-2010,77,8.1,yes
City_3779,32,37,0.75,06-05-2010,44,4.3,no
City_3780,23,60,0.52,07-05-2010,57,13.6,no
City_3781,43,61,0.14,08-05-2010,42,7.4,no
City_3782,30,31,0.86,09-05-2010,79,3,yes
City_3783,39,58,0.33,10-05-2010,89,7.1,no
City_3784,37,40,0.96,11-05-2010,81,4.6,yes
City_3785,45,57,0.15,12-05-2010,83,15.9,no
City_3786,30,31,0.95,13-05-2010,43,19.7,no
City_3787,44,54,0.13,14-05-2010,79,0.6,no
City_3788,40,58,0.26,15-05-2010,31,13.8,no
City_3789,23,37,0.08,16-05-2010,63,5.4,no
City_3790,37,54,0.71,17-05-2010,64,1.4,yes
City_3791,20,30,0.85,18-05-2010,66,0.4,yes
City_3792,46,31,0.45,19-05-2010,54,17.6,no
City_3793,26,32,0.92,20-05-2010,77,7.1,yes
City_3794,25,53,0.6,21-05-2010,83,19.9,yes
City_3795,34,41,0.64,22-05-2010,44,8.9,no
City_3796,37,67,0.84,23-05-2010,41,3.8,no
City_3797,43,63,0.32,24-05-2010,38,15.6,no
City_3798,30,51,0.38,25-05-2010,87,18.5,no
City_3799,39,37,0.9,26-05-2010,60,16.3,no
City_3800,43,30,0.9,27-05-2010,43,14.9,no
City_3801,34,59,0.97,28-05-2010,58,6.8,no
City_3802,35,30,0.9,29-05-2010,82,1.4,yes
City_3803,26,60,0.16,30-05-2010,77,4.1,no
City_3804,40,46,0.82,31-05-2010,72,9,yes
City_3805,29,41,0.43,01-06-2010,67,19.1,no
City_3806,45,33,0.98,02-06-2010,71,14.5,yes
City_3807,31,38,0.49,03-06-2010,89,16.6,no
City_3808,43,53,0.57,04-06-2010,37,5.6,no
City_3809,33,62,0.54,05-06-2010,77,13.7,yes
City_3810,44,65,0.35,06-06-2010,32,17.3,no
City_3811,24,58,0.11,07-06-2010,31,9.6,no
City_3812,45,35,0.89,08-06-2010,45,8.7,no
City_3813,40,34,0.8,09-06-2010,48,14.4,no
City_3814,37,31,0.17,10-06-2010,59,11.2,no
City_3815,24,41,0.78,11-06-2010,70,19.9,yes
City_3816,22,31,0.63,12-06-2010,45,8.6,no
City_3817,42,54,0.43,13-06-2010,60,3.6,no
City_3818,45,52,0.28,14-06-2010,83,9.5,no
City_3819,24,34,0.86,15-06-2010,87,4.8,yes
City_3820,43,40,0.71,16-06-2010,57,11.3,no
City_3821,36,64,0.56,17-06-2010,33,2.6,no
City_3822,38,30,0.62,18-06-2010,39,19,no
City_3823,38,39,0.13,19-06-2010,80,17.2,no
City_3824,44,67,0.49,20-06-2010,74,3.2,no
City_3825,40,62,0.22,21-06-2010,47,3.5,no
City_3826,31,54,0.24,22-06-2010,76,10.3,no
City_3827,44,46,0.67,23-06-2010,61,15.5,yes
City_3828,48,49,0.91,24-06-2010,59,4.5,no
City_3829,28,64,0.42,25-06-2010,65,1.3,no
City_3830,20,50,0.24,26-06-2010,38,11,no
City_3831,37,58,0.66,27-06-2010,65,13.9,yes
City_3832,40,58,0.87,28-06-2010,58,5,no
City_3833,23,36,0.75,29-06-2010,45,14.8,no
City_3834,29,62,0.87,30-06-2010,57,19,no
City_3835,44,37,0.55,01-07-2010,50,2.8,no
City_3836,26,48,0.75,02-07-2010,76,10.3,yes
City_3837,41,53,0.17,03-07-2010,85,1.2,no
City_3838,42,47,0.37,04-07-2010,31,4.2,no
City_3839,20,33,0.41,05-07-2010,89,1.9,no
City_3840,36,39,0.53,06-07-2010,88,8.1,yes
City_3841,43,43,0.92,07-07-2010,75,16.4,yes
City_3842,48,36,0.87,08-07-2010,64,11.6,yes
City_3843,48,47,0.17,09-07-2010,83,4.5,no
City_3844,21,51,0.2,10-07-2010,57,0.9,no
City_3845,47,55,0.38,11-07-2010,84,11.1,no
City_3846,45,60,0.32,12-07-2010,65,2.7,no
City_3847,30,54,0.62,13-07-2010,60,6.9,no
City_3848,28,55,0.9,14-07-2010,62,10.3,yes
City_3849,26,47,0.95,15-07-2010,52,18.1,no
City_3850,41,57,0.66,16-07-2010,89,1.7,yes
City_3851,36,67,0.84,17-07-2010,70,13.4,yes
City_3852,36,61,0.54,18-07-2010,46,0.4,no
City_3853,21,47,0.24,19-07-2010,75,12.6,no
City_3854,25,65,0.54,20-07-2010,78,11.1,yes
City_3855,33,47,0.57,21-07-2010,30,16.3,no
City_3856,25,61,0.75,22-07-2010,71,10.7,yes
City_3857,21,44,0.25,23-07-2010,52,7.1,no
City_3858,20,51,0.39,24-07-2010,77,4.9,no
City_3859,29,35,0.39,25-07-2010,56,1.8,no
City_3860,40,54,0.95,26-07-2010,54,10.7,no
City_3861,24,60,0.46,27-07-2010,61,17.8,no
City_3862,21,40,0.76,28-07-2010,48,10.3,no
City_3863,41,36,0.75,29-07-2010,53,14.8,no
City_3864,35,33,0.29,30-07-2010,86,6,no
City_3865,44,56,0.58,31-07-2010,32,9,no
City_3866,21,33,0.89,01-08-2010,89,6.6,yes
City_3867,29,54,0.49,02-08-2010,41,2.3,no
City_3868,21,33,0.94,03-08-2010,64,8.4,yes
City_3869,35,50,0.24,04-08-2010,44,15.3,no
City_3870,35,43,0.11,05-08-2010,46,8,no
City_3871,38,41,0.89,06-08-2010,79,13,yes
City_3872,48,56,0.85,07-08-2010,61,15.2,yes
City_3873,26,61,0.98,08-08-2010,36,6.5,no
City_3874,41,51,0.69,09-08-2010,48,16,no
City_3875,31,61,0.93,10-08-2010,36,6.8,no
City_3876,43,46,0.83,11-08-2010,34,5.2,no
City_3877,34,58,0.84,12-08-2010,87,4.5,yes
City_3878,27,54,0.58,13-08-2010,69,4.1,yes
City_3879,25,44,0.4,14-08-2010,50,14.8,no
City_3880,47,41,0.93,15-08-2010,77,17.8,yes
City_3881,46,67,0.45,16-08-2010,77,4.7,no
City_3882,29,61,0.55,17-08-2010,80,1.8,yes
City_3883,22,54,0.46,18-08-2010,86,6.3,no
City_3884,38,29,0.58,19-08-2010,76,13.2,yes
City_3885,36,66,0.49,20-08-2010,36,7.4,no
City_3886,26,30,0.09,21-08-2010,66,11,no
City_3887,40,34,0.88,22-08-2010,52,14.9,no
City_3888,39,66,0.46,23-08-2010,40,8.2,no
City_3889,45,52,0.6,24-08-2010,39,20,no
City_3890,23,46,0.17,25-08-2010,86,6,no
City_3891,33,55,0.04,26-08-2010,50,19.6,no
City_3892,39,36,0.27,27-08-2010,84,4.1,no
City_3893,41,56,0.71,28-08-2010,88,2.3,yes
City_3894,34,38,0.13,29-08-2010,70,15,no
City_3895,43,45,0.9,30-08-2010,62,14.1,yes
City_3896,27,57,0.24,31-08-2010,49,16.2,no
City_3897,40,34,0.23,01-09-2010,62,6.9,no
City_3898,34,42,0.21,02-09-2010,69,18.6,no
City_3899,41,50,0.05,03-09-2010,64,2.5,no
City_3900,39,34,0.77,04-09-2010,63,0.7,yes
City_3901,47,54,0.87,05-09-2010,65,6.1,yes
City_3902,33,67,0.62,06-09-2010,56,16,no
City_3903,46,40,0.22,07-09-2010,48,13.5,no
City_3904,48,63,0.31,08-09-2010,72,8.8,no
City_3905,28,42,0.49,09-09-2010,34,5.2,no
City_3906,27,50,0.95,10-09-2010,58,1.3,no
City_3907,45,51,0.27,11-09-2010,85,6.8,no
City_3908,47,35,0.74,12-09-2010,39,9.3,no
City_3909,45,53,0.46,13-09-2010,85,13.8,no
City_3910,36,41,0.32,14-09-2010,88,13,no
City_3911,21,49,0.47,15-09-2010,84,19,no
City_3912,44,38,0.11,16-09-2010,69,2.1,no
City_3913,43,37,0.8,17-09-2010,42,6.8,no
City_3914,49,43,0.27,18-09-2010,58,9.7,no
City_3915,22,30,0.73,19-09-2010,34,13.4,no
City_3916,27,53,0.1,20-09-2010,87,10,no
City_3917,31,41,0.95,21-09-2010,87,18.3,yes
City_3918,20,62,0.22,22-09-2010,88,12.2,no
City_3919,29,62,0.88,23-09-2010,41,0.9,no
City_3920,39,63,0.81,24-09-2010,88,2.4,yes
City_3921,22,66,0.96,25-09-2010,42,15.1,no
City_3922,25,31,0.49,26-09-2010,51,14.3,no
City_3923,26,34,0.73,27-09-2010,69,3.2,yes
City_3924,39,47,0.39,28-09-2010,44,1.3,no
City_3925,42,31,0.22,29-09-2010,42,11.6,no
City_3926,44,46,0.46,30-09-2010,30,12.8,no
City_3927,46,67,0.2,01-10-2010,83,2.8,no
City_3928,37,37,0.97,02-10-2010,67,9.5,yes
City_3929,30,40,0.13,03-10-2010,72,6.2,no
City_3930,38,33,0.6,04-10-2010,74,18.6,yes
City_3931,24,31,0.64,05-10-2010,82,4.5,yes
City_3932,38,39,0.55,06-10-2010,81,14.7,yes
City_3933,30,58,0.67,07-10-2010,30,10.4,no
City_3934,43,32,0.15,08-10-2010,40,0.3,no
City_3935,31,33,0.57,09-10-2010,87,10.4,yes
City_3936,29,29,0.31,10-10-2010,72,2.1,no
City_3937,27,55,0.93,11-10-2010,69,13.2,yes
City_3938,43,56,0.76,12-10-2010,51,11.4,no
City_3939,47,57,0.96,13-10-2010,64,0.3,yes
City_3940,47,46,0.08,14-10-2010,89,4.2,no
City_3941,28,40,0.31,15-10-2010,80,15.5,no
City_3942,23,41,0.23,16-10-2010,73,5.6,no
City_3943,24,30,0.05,17-10-2010,35,10,no
City_3944,40,65,0.27,18-10-2010,57,6.3,no
City_3945,27,44,0.68,19-10-2010,60,18.4,no
City_3946,42,52,0.26,20-10-2010,84,10.8,no
City_3947,28,63,0.52,21-10-2010,37,14,no
City_3948,34,50,0.88,22-10-2010,34,1.8,no
City_3949,34,64,0.7,23-10-2010,71,0.9,yes
City_3950,35,39,0.41,24-10-2010,83,5.3,no
City_3951,33,57,0.39,25-10-2010,77,6.3,no
City_3952,27,63,0.47,26-10-2010,73,13.8,no
City_3953,37,43,0.21,27-10-2010,46,11.4,no
City_3954,29,59,0.64,28-10-2010,67,7.6,yes
City_3955,47,44,0.39,29-10-2010,38,13.1,no
City_3956,39,38,0.85,30-10-2010,39,3.4,no
City_3957,25,60,0.76,31-10-2010,49,1.4,no
City_3958,31,30,0.62,01-11-2010,43,17.1,no
City_3959,21,52,0.39,02-11-2010,43,11.3,no
City_3960,26,51,0.24,03-11-2010,55,13,no
City_3961,35,30,0.78,04-11-2010,58,6.2,no
City_3962,22,66,0.5,05-11-2010,78,7.5,no
City_3963,32,59,0.25,06-11-2010,56,1.7,no
City_3964,22,54,0.23,07-11-2010,54,17.2,no
City_3965,46,57,0.2,08-11-2010,45,11.9,no
City_3966,37,31,0.78,09-11-2010,65,1.8,yes
City_3967,30,42,0.26,10-11-2010,63,16.1,no
City_3968,27,53,0.54,11-11-2010,45,8.9,no
City_3969,25,29,0.47,12-11-2010,62,15.3,no
City_3970,20,31,0.59,13-11-2010,32,0.4,no
City_3971,47,54,0.87,14-11-2010,52,0.7,no
City_3972,20,46,0.86,15-11-2010,40,3.5,no
City_3973,42,37,0.47,16-11-2010,77,4.3,no
City_3974,27,66,0.05,17-11-2010,87,15.3,no
City_3975,24,51,0.45,18-11-2010,47,14.2,no
City_3976,47,49,0.62,19-11-2010,76,12.4,yes
City_3977,35,29,0.57,20-11-2010,70,17.7,yes
City_3978,30,49,0.66,21-11-2010,73,5,yes
City_3979,24,55,0.19,22-11-2010,58,18.1,no
City_3980,23,34,0.65,23-11-2010,88,18.2,yes
City_3981,49,64,0.21,24-11-2010,79,8.7,no
City_3982,25,56,0.75,25-11-2010,34,2,no
City_3983,33,45,0.36,26-11-2010,53,14.6,no
City_3984,41,31,0.71,27-11-2010,58,6.8,no
City_3985,38,40,0.09,28-11-2010,58,15.9,no
City_3986,28,67,0.43,29-11-2010,89,3.4,no
City_3987,31,40,0.71,30-11-2010,55,10.8,no
City_3988,30,30,0.26,01-12-2010,69,10.2,no
City_3989,33,50,0.8,02-12-2010,32,2.1,no
City_3990,42,51,0.64,03-12-2010,31,7.3,no
City_3991,35,58,0.6,04-12-2010,54,1.8,no
City_3992,20,33,0.38,05-12-2010,48,9.3,no
City_3993,32,37,0.5,06-12-2010,69,16.9,no
City_3994,42,49,0.61,07-12-2010,31,5.5,no
City_3995,40,39,0.49,08-12-2010,48,15.3,no
City_3996,40,33,0.7,09-12-2010,30,3.8,no
City_3997,49,63,0.45,10-12-2010,56,13.5,no
City_3998,32,55,0.23,11-12-2010,83,18.3,no
City_3999,21,30,0.24,12-12-2010,74,6.5,no
City_4000,23,52,0.05,13-12-2010,84,18,no
City_4001,47,59,0.33,14-12-2010,81,10.2,no
City_4002,25,61,0.75,15-12-2010,78,6.4,yes
City_4003,45,67,0.79,16-12-2010,64,17.9,yes
City_4004,46,58,0.23,17-12-2010,70,0.7,no
City_4005,42,65,0.95,18-12-2010,34,0.7,no
City_4006,46,56,0.52,19-12-2010,67,12,yes
City_4007,24,59,0.91,20-12-2010,33,16,no
City_4008,44,39,0.71,21-12-2010,46,15.1,no
City_4009,22,51,0.73,22-12-2010,82,1.7,yes
City_4010,20,30,0.12,23-12-2010,50,19,no
City_4011,23,55,0.25,24-12-2010,82,14.1,no
City_4012,44,63,0.05,25-12-2010,77,19,no
City_4013,39,30,0.72,26-12-2010,60,6.6,no
City_4014,21,67,0.37,27-12-2010,77,13.9,no
City_4015,45,65,0.79,28-12-2010,51,17.2,no
City_4016,49,49,0.36,29-12-2010,40,7.7,no
City_4017,49,33,0.82,30-12-2010,63,19.3,yes
City_4018,24,49,0.16,31-12-2010,78,5.4,no
City_4019,22,57,0.2,01-01-2011,44,6.4,no
City_4020,48,48,0.36,02-01-2011,79,18.4,no
City_4021,47,66,0.43,03-01-2011,39,19.4,no
City_4022,48,48,0.37,04-01-2011,67,5.8,no
City_4023,28,53,0.77,05-01-2011,61,2.8,yes
City_4024,39,30,0.13,06-01-2011,82,15.2,no
City_4025,25,60,0.37,07-01-2011,77,18.6,no
City_4026,37,54,0.84,08-01-2011,60,12.1,no
City_4027,25,34,0.1,09-01-2011,66,12.7,no
City_4028,38,31,0.94,10-01-2011,73,15.3,yes
City_4029,47,61,0.98,11-01-2011,57,3.1,no
City_4030,31,29,0.12,12-01-2011,60,19.5,no
City_4031,44,33,0.32,13-01-2011,35,7.4,no
City_4032,30,41,0.39,14-01-2011,43,12.6,no
City_4033,21,47,0.78,15-01-2011,87,9.4,yes
City_4034,34,40,0.61,16-01-2011,52,9.4,no
City_4035,31,53,0.65,17-01-2011,45,14.1,no
City_4036,31,63,0.76,18-01-2011,54,19.9,no
City_4037,28,40,0.15,19-01-2011,68,13.2,no
City_4038,40,58,0.83,20-01-2011,31,15.9,no
City_4039,43,33,0.71,21-01-2011,67,0.6,yes
City_4040,21,62,0.59,22-01-2011,70,16.2,yes
City_4041,41,50,0.89,23-01-2011,68,6.1,yes
City_4042,22,67,0.71,24-01-2011,63,2.6,yes
City_4043,31,41,0.23,25-01-2011,80,2.4,no
City_4044,47,31,0.45,26-01-2011,69,13.6,no
City_4045,49,48,0.51,27-01-2011,72,20,yes
City_4046,45,59,0.09,28-01-2011,54,13.4,no
City_4047,35,33,0.95,29-01-2011,65,5.3,yes
City_4048,40,52,0.16,30-01-2011,45,4.1,no
City_4049,47,61,0.7,31-01-2011,86,10.6,yes
City_4050,43,36,0.52,01-02-2011,47,1.4,no
City_4051,45,52,0.06,02-02-2011,42,8,no
City_4052,49,48,0.92,03-02-2011,88,13.4,yes
City_4053,20,44,0.85,04-02-2011,66,19.4,yes
City_4054,40,40,0.54,05-02-2011,56,8.6,no
City_4055,22,41,0.26,06-02-2011,63,4.1,no
City_4056,39,67,0.16,07-02-2011,40,16.4,no
City_4057,21,53,0.39,08-02-2011,30,14.9,no
City_4058,28,60,0.28,09-02-2011,42,17.2,no
City_4059,38,52,0.52,10-02-2011,59,4.4,no
City_4060,34,37,0.96,11-02-2011,34,8.2,no
City_4061,37,51,0.59,12-02-2011,47,19.6,no
City_4062,45,41,0.89,13-02-2011,43,3.2,no
City_4063,30,60,0.66,14-02-2011,42,13.5,no
City_4064,44,43,0.49,15-02-2011,61,4.8,no
City_4065,42,64,0.85,16-02-2011,36,10.1,no
City_4066,35,33,0.49,17-02-2011,37,16,no
City_4067,41,50,0.87,18-02-2011,79,9.8,yes
City_4068,36,44,0.32,19-02-2011,36,16.1,no
City_4069,24,38,0.16,20-02-2011,81,8.6,no
City_4070,31,52,0.85,21-02-2011,78,20,yes
City_4071,30,46,0.6,22-02-2011,45,8.8,no
City_4072,49,46,0.88,23-02-2011,72,3.1,yes
City_4073,34,35,0.93,24-02-2011,60,8.1,no
City_4074,46,32,0.09,25-02-2011,80,14.9,no
City_4075,22,54,0.52,26-02-2011,56,17,no
City_4076,20,33,0.4,27-02-2011,89,9.3,no
City_4077,39,44,0.63,28-02-2011,62,11.9,yes
City_4078,48,63,0.79,01-03-2011,82,16.9,yes
City_4079,35,54,0.31,02-03-2011,58,16.3,no
City_4080,21,46,0.57,03-03-2011,37,13.2,no
City_4081,21,57,0.71,04-03-2011,62,16.3,yes
City_4082,22,51,0.17,05-03-2011,70,11.6,no
City_4083,27,42,0.81,06-03-2011,48,0.2,no
City_4084,43,43,0.62,07-03-2011,50,0.9,no
City_4085,47,61,0.94,08-03-2011,70,19.6,yes
City_4086,34,53,0.36,09-03-2011,50,3,no
City_4087,26,49,0.14,10-03-2011,54,8.1,no
City_4088,25,45,0.52,11-03-2011,71,18.7,yes
City_4089,28,51,0.12,12-03-2011,85,4,no
City_4090,39,45,0.96,13-03-2011,52,16.9,no
City_4091,47,42,0.08,14-03-2011,40,16.4,no
City_4092,20,57,0.76,15-03-2011,62,19.7,yes
City_4093,27,48,0.54,16-03-2011,49,5.7,no
City_4094,42,58,0.39,17-03-2011,54,6.4,no
City_4095,42,47,0.1,18-03-2011,55,18.1,no
City_4096,22,67,0.63,19-03-2011,69,4.8,yes
City_4097,23,41,0.6,20-03-2011,81,11,yes
City_4098,45,46,0.31,21-03-2011,41,14.2,no
City_4099,44,51,0.9,22-03-2011,61,5.5,yes
City_4100,34,61,0.33,23-03-2011,62,18.8,no
City_4101,25,67,0.47,24-03-2011,39,13.3,no
City_4102,34,46,0.56,25-03-2011,33,1,no
City_4103,40,37,0.14,26-03-2011,44,2.8,no
City_4104,22,61,0.93,27-03-2011,80,3.9,yes
City_4105,44,60,0.4,28-03-2011,35,5,no
City_4106,40,45,0.12,29-03-2011,56,14.6,no
City_4107,40,47,0.41,30-03-2011,34,1.9,no
City_4108,33,55,0.61,31-03-2011,34,7.1,no
City_4109,39,34,0.53,01-04-2011,47,18.2,no
City_4110,33,63,0.7,02-04-2011,57,11.2,no
City_4111,23,65,0.09,03-04-2011,64,5.4,no
City_4112,31,62,0.31,04-04-2011,88,19.1,no
City_4113,36,48,0.82,05-04-2011,51,5,no
City_4114,26,53,0.12,06-04-2011,63,18.1,no
City_4115,28,32,0.85,07-04-2011,33,14.5,no
City_4116,22,38,0.13,08-04-2011,47,14.8,no
City_4117,47,38,0.83,09-04-2011,70,15.3,yes
City_4118,32,52,0.38,10-04-2011,80,10.2,no
City_4119,34,49,0.62,11-04-2011,55,16.3,no
City_4120,37,39,0.19,12-04-2011,71,16.7,no
City_4121,38,55,0.1,13-04-2011,51,7.3,no
City_4122,20,44,0.25,14-04-2011,76,8.1,no
City_4123,25,54,0.16,15-04-2011,62,17.8,no
City_4124,46,58,0.34,16-04-2011,72,10.5,no
City_4125,46,44,0.53,17-04-2011,43,17.4,no
City_4126,42,35,0.6,18-04-2011,60,12.6,no
City_4127,46,44,0.79,19-04-2011,39,11.9,no
City_4128,46,63,0.66,20-04-2011,80,0.7,yes
City_4129,21,44,0.62,21-04-2011,53,5.6,no
City_4130,43,40,0.43,22-04-2011,50,10.1,no
City_4131,33,63,0.49,23-04-2011,77,11.8,no
City_4132,25,49,0.43,24-04-2011,37,12.6,no
City_4133,33,64,0.84,25-04-2011,61,14.4,yes
City_4134,23,45,0.26,26-04-2011,60,13.2,no
City_4135,40,60,0.05,27-04-2011,63,17,no
City_4136,27,34,0.66,28-04-2011,52,6,no
City_4137,49,52,0.23,29-04-2011,54,12.9,no
City_4138,22,55,0.89,30-04-2011,36,1.1,no
City_4139,38,48,0.86,01-05-2011,48,9.7,no
City_4140,49,53,0.11,02-05-2011,36,5.4,no
City_4141,33,30,0.14,03-05-2011,76,7.7,no
City_4142,46,37,0.51,04-05-2011,37,7.2,no
City_4143,39,56,0.62,05-05-2011,43,1.3,no
City_4144,36,66,0.3,06-05-2011,30,9.4,no
City_4145,44,31,0.72,07-05-2011,42,19.9,no
City_4146,27,48,0.61,08-05-2011,32,6,no
City_4147,43,34,0.35,09-05-2011,82,14.7,no
City_4148,33,67,0.06,10-05-2011,57,11,no
City_4149,45,61,0.75,11-05-2011,67,6.6,yes
City_4150,25,29,0.24,12-05-2011,80,1.9,no
City_4151,42,65,0.83,13-05-2011,44,4.4,no
City_4152,41,34,0.44,14-05-2011,65,15.7,no
City_4153,35,62,0.59,15-05-2011,82,5.7,yes
City_4154,44,43,0.87,16-05-2011,32,3,no
City_4155,38,54,0.86,17-05-2011,33,6.7,no
City_4156,33,42,0.39,18-05-2011,34,11.7,no
City_4157,38,35,0.24,19-05-2011,79,14.1,no
City_4158,22,59,0.78,20-05-2011,55,7.8,no
City_4159,29,52,0.45,21-05-2011,54,10,no
City_4160,38,59,0.22,22-05-2011,39,9.2,no
City_4161,28,57,0.9,23-05-2011,37,0.3,no
City_4162,47,60,0.23,24-05-2011,41,8,no
City_4163,39,45,0.06,25-05-2011,83,11.8,no
City_4164,32,42,0.06,26-05-2011,87,11.4,no
City_4165,26,64,0.63,27-05-2011,88,15,yes
City_4166,33,52,0.67,28-05-2011,32,13.4,no
City_4167,28,55,0.34,29-05-2011,56,5.6,no
City_4168,46,53,0.34,30-05-2011,79,5.2,no
City_4169,47,60,0.36,31-05-2011,52,9.3,no
City_4170,42,46,0.69,01-06-2011,69,14.7,yes
City_4171,44,46,0.1,02-06-2011,87,2,no
City_4172,47,65,0.92,03-06-2011,62,19,yes
City_4173,38,54,0.25,04-06-2011,43,10.9,no
City_4174,34,37,0.99,05-06-2011,83,6.2,yes
City_4175,39,63,0.2,06-06-2011,52,13.9,no
City_4176,33,36,0.77,07-06-2011,60,1,no
City_4177,43,48,0.25,08-06-2011,42,9.7,no
City_4178,25,50,0.12,09-06-2011,86,9.8,no
City_4179,40,47,0.87,10-06-2011,41,3.3,no
City_4180,48,58,0.86,11-06-2011,64,16.8,yes
City_4181,23,56,0.42,12-06-2011,47,16,no
City_4182,27,63,0.71,13-06-2011,50,3.1,no
City_4183,36,39,0.57,14-06-2011,74,7.3,yes
City_4184,49,59,0.85,15-06-2011,76,2.1,yes
City_4185,28,67,0.34,16-06-2011,71,17,no
City_4186,20,64,0.54,17-06-2011,30,6.5,no
City_4187,43,58,0.5,18-06-2011,67,8.8,no
City_4188,39,51,0.38,19-06-2011,70,6.5,no
City_4189,44,47,0.89,20-06-2011,71,6.3,yes
City_4190,33,40,0.2,21-06-2011,76,15,no
City_4191,30,43,0.18,22-06-2011,38,15,no
City_4192,40,59,0.59,23-06-2011,52,10.4,no
City_4193,22,65,0.66,24-06-2011,43,13.2,no
City_4194,28,65,0.22,25-06-2011,40,10.3,no
City_4195,46,43,0.41,26-06-2011,36,0.7,no
City_4196,33,57,0.94,27-06-2011,60,1.4,no
City_4197,49,54,0.27,28-06-2011,53,7.7,no
City_4198,28,30,0.67,29-06-2011,55,15,no
City_4199,23,48,0.74,30-06-2011,59,18.3,no
City_4200,46,43,0.47,01-07-2011,63,0.7,no
City_4201,23,32,0.93,02-07-2011,75,7.4,yes
City_4202,47,50,0.74,03-07-2011,67,4.6,yes
City_4203,27,66,0.48,04-07-2011,34,16.3,no
City_4204,21,51,0.58,05-07-2011,34,16.9,no
City_4205,28,54,0.7,06-07-2011,48,4.2,no
City_4206,48,39,0.6,07-07-2011,80,14.2,yes
City_4207,33,56,0.87,08-07-2011,67,14.7,yes
City_4208,41,30,0.38,09-07-2011,57,3.6,no
City_4209,28,36,0.32,10-07-2011,55,8.7,no
City_4210,43,57,0.24,11-07-2011,71,12.4,no
City_4211,42,39,0.08,12-07-2011,52,0.6,no
City_4212,35,65,0.08,13-07-2011,75,8.2,no
City_4213,48,46,0.87,14-07-2011,78,3.2,yes
City_4214,49,42,0.68,15-07-2011,59,10.9,no
City_4215,36,38,0.67,16-07-2011,32,16.9,no
City_4216,35,63,0.62,17-07-2011,57,10.5,no
City_4217,49,37,0.85,18-07-2011,62,0.8,yes
City_4218,31,63,0.5,19-07-2011,71,0.7,no
City_4219,22,39,0.87,20-07-2011,32,12.1,no
City_4220,30,40,0.38,21-07-2011,34,6.6,no
City_4221,33,31,0.92,22-07-2011,86,11.5,yes
City_4222,37,67,0.7,23-07-2011,48,3.4,no
City_4223,40,42,0.28,24-07-2011,71,15.6,no
City_4224,40,56,0.58,25-07-2011,87,17.2,yes
City_4225,24,39,0.55,26-07-2011,86,17.8,yes
City_4226,35,67,0.17,27-07-2011,77,6.2,no
City_4227,39,53,0.6,28-07-2011,30,13.2,no
City_4228,24,49,0.34,29-07-2011,67,5.7,no
City_4229,22,38,0.09,30-07-2011,38,15.3,no
City_4230,31,43,0.94,31-07-2011,89,2.5,yes
City_4231,20,47,0.65,01-08-2011,34,15.3,no
City_4232,40,50,0.87,02-08-2011,88,8.9,yes
